codigo_da_mantenedora,name,cnpj,nome_da_mantenedora,natureza_juridica_da_mantenedora,codigo_da_ies,sigla_da_ies,categoria_administrativa_da_ies,organizacao_academica_da_ies,sistema_de_ensino_da_ies,ies_comunitaria_sn,ies_confessional_sn,ies_filantropica_sn,logradouro,cep,codigo_do_municipio_ibge,municipio,uf,telefone,fax,e_mail,site,representante_legal,conceito_institucional_ci,ano_do_ci,indice_geral_de_cursos_igc,ano_do_igc,ato_de_credenciamento,data_do_ato_de_credenciamento,ato_de_recredenciamento,data_do_ato_de_recredenciamento
33,FACULDADE DE TECNOLOGIA DE JALES,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15769,Fatec Jales,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA VICENTE LEPORACE, 2630, JARDIM TRIANON",15703116,3524808,JALES,SP,17 3621-6911,17 3632-2239,f.jales.acad@centropaulasouza.sp.gov.br,www.fatecjales.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,52.122,3/9/2007,,
33,FACULDADE DE TECNOLOGIA DE JUNDIAÍ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4022,FATEC/JD,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA UNIÃO DOS FERROVIÁRIOS, 1760, CENTRO",13201160,3525904,JUNDIAÍ,SP,11 45227549,11 45230092,secretaria.jundiai@fatec.sp.gov.br,www.fatecjd.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,46929,19/7/2002,,
33,FACULDADE DE TECNOLOGIA DE MATÃO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,24672,,PÚBLICA ESTADUAL,FACULDADE,E,N,N,N,"AVENIDA HABIB GABRIEL, 1360, RESIDENCIAL DAS ACÁCIAS",15990539,3529302,MATÃO,SP,(16) - 20162694,,f297dir@cps.sp.gov.br,,LAURA MARGARIDA JOSEFINA LAGANA,,,,,64.111,12/2/2019,,
33,FACULDADE DE TECNOLOGIA DE MAUÁ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4023,FATEC MAUÁ,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA ANTÔNIA ROSA FIORAVANTI, 804, JARDIM ROSINA",9390120,3529401,MAUÁ,SP,(11) 4543 32 21,(11) 4518 5451,f.maua.adm@centropaulasouza.sp.gov.br,www.fatecmaua.com.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,46930,19/7/2002,,
33,FACULDADE DE TECNOLOGIA DE MOCOCA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4024,FATEC,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA AMÉRICO PEREIRA LIMA, S/N, JARDIM LAVÍNIA",13736260,3530508,MOCOCA,SP,(19) 3656 5559 - 3665 6005,(19) 3656 5559,fatecmococa@hotmail.com,http://fatecmococa.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,48434,7/1/2004,,
33,FACULDADE DE TECNOLOGIA DE MOGI DAS CRUZES,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15576,FATEC-MC,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA CARLOS BARATINO, 01, VILA MOGILAR",8773600,3530607,MOGI DAS CRUZES,SP,11 46992799,,f184acad@cps.sp.gov.br,www.fatecmogidascruzes.com.br,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,,,,
2987,FACULDADE DE TECNOLOGIA DE NOVA ANDRADINA,07.641.881/0001-79,CENTRO DE ENSINO SUPERIOR DE NOVA ANDRADINA,Privada sem fins lucrativos,4693,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE, 2.730, CENTRO",79750000,5006200,NOVA ANDRADINA,MS,(67)3441-5058,(67)3441-5058,dirfatec@fatecms.com.br,www.fatecms.com.br,JOSE WANDERLEY CORREA DA SILVA,,,1,2014,358,18/3/2008,,
13148,FACULDADE DE TECNOLOGIA DE NOVO CABRAIS,09.647.028/0001-90,CENTRO DE ENSINO SUPERIOR AMERICA DO SUL NOVO CABRAIS - ME,Privada com fins lucrativos,14158,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA LINHA BONITA, 0, ESTRADA RINCÃO BONITO, CENTRO",96545000,4313391,NOVO CABRAIS,RS,(51) 36165130,,americadosulnovocabrais@gmail.com ,www.faculdadeamericadosulrs.com.br,CLÁUDIO ROBERTO SOARES DA SILVA,2,2019,3,2018,826 de 22/09/2015,23/9/2015,,
33,FACULDADE DE TECNOLOGIA DE OSASCO - PREFEITO HIRANT SANAZAR,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15709,Fatec Osasco,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA PEDRO RISSATTO, 30, REMÉDIOS",6296220,3534401,OSASCO,SP,,,f.osasco.ata@centropaulasouza.sp.gov.br,,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,,,,
33,FACULDADE DE TECNOLOGIA DE OURINHOS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,1874,FATEC,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA VITALINA MARCUSSO, 1400, CAMPUS UNIVERSITÁRIO",19910206,3534708,OURINHOS,SP,14 3324 3986,,f021acad@cps.sp.gov.br,www.fatecourinhos.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,65 de 14/10/1991,15/10/1991,42605,1/10/1997
2743,FACULDADE DE TECNOLOGIA DE PALMAS,05.548.014/0002-49,INSTITUTO DE EDUCACAO VERBO LTDA - ME,Privada com fins lucrativos,4355,FTP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"QUADRA 1401 SUL AVENIDA JOAQUIM TEOTÔNIO SEGURADO, S/N, CONJUNTO 01 LOTE 02, PLANO DIRETOR SUL",77019740,1721000,PALMAS,TO,61 992769528,63 40072371,geraldo.santos@ftp.edu.br,www.ftp.edu.br,GERALDO SEVERINO DOS SANTOS,3,2019,,,1.044,1/4/2005,,
33,FACULDADE DE TECNOLOGIA DE PINDAMONHANGABA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15687,FATEC PI,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RODOVIA ABEL FABRÍCIO DIAS, 4010, ÁGUA PRETA",12455010,3538006,PINDAMONHANGABA,SP,(12)36488756,(12)36488756,f133acad@cps.sp.gov.br,www.fatecpindamonhangaba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,149,10/4/2008,,
33,FACULDADE DE TECNOLOGIA DE PIRACICABA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15682,Fatec Piracicaba,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA DIÁCONO JAIR DE OLIVEIRA, 651, SANTA ROSA",13414155,3538709,PIRACICABA,SP,(19) 3413-1702,,f175dir@cps.sp.gov.br,www.fatecpiracicaba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,561/2008,5/11/2008,,
2605,FACULDADE DE TECNOLOGIA DE PIRACICABA,07.180.852/0001-57,INSTITUTO DE DESENVOLVIMENTO TECNOLOGICO E EDUCACIONAL DE PIRACICABA LTDA,Privada com fins lucrativos,4150,FATEP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA SILVA JARDIM, 1.763, CIDADE ALTA",13419140,3538709,PIRACICABA,SP,(19) 3432 9957,(19) 3432 9957,marcos@fateppiracicaba.edu.br,www.fateppiracicaba.edu.br,MARCOS ANTONIO DE LIMA,3,2010,3,2018,26,8/1/2007,116 de 16/01/2019.,24/1/2019
33,FACULDADE DE TECNOLOGIA DE POMPEIA - SHUNJI NISHIMURA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,17953,FATEC Pompeia,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AV. FUNDAÇÃO SHUNJI NISHIMURA E TECNOLOGIA, 605, DISTRITO INDUSTRIAL",17580000,3540002,POMPÉIA,SP,(14)3452-1482,,flavia.pereira3@fatec.sp.gov.br,www.fatecpompeia.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,58.004,24/4/2012,,
16134,FACULDADE DE TECNOLOGIA DE PONTA PORÃ,19.347.410/0001-31,UNIESP S.A,Privada com fins lucrativos,1194,FATEP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA ANTÔNIO JOÃO, 1675, CENTRO",79900000,5006606,PONTA PORÃ,MS,(67) 3431 7730,(67) 3431 7730,legis.educ@universidadebrasil.edu.br,www.uniesp.edu.br/fap,CLÁUDIA APARECIDA OLIVEIRA PEREIRA,,,0,2007,958,31/8/1998,,
2164,FACULDADE DE TECNOLOGIA DE PORTO ALEGRE,93.321.826/0001-33,QI ESCOLAS E FACULDADES LTDA,Privada com fins lucrativos,4261,FATEPA,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA JÚLIO DE CASTILHOS, 435, CENTRO",90030131,4314902,PORTO ALEGRE,RS,(51)32140000,,pi.faqipoa@qi.edu.br,www.qi.edu.br,REGINA SOARES TEIXEIRA,4,2013,3,2018,226,16/3/2009,1613,29/12/2017
33,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4926,FATECPG,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"PRAÇA 19 DE JANEIRO, 144, BOQUEIRÃO",11700100,3541000,PRAIA GRANDE,SP,13 35916968,,,fatecpg.com.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,50577,3/3/2006,,
33,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,5627,FATEC,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA TERESINA, 75, VILA PAULO ROBERTO",19046230,3541406,PRESIDENTE PRUDENTE,SP,,,secretariafatecpp@yahoo.com.br,,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,51.331,6/12/2006,,
33,FACULDADE DE TECNOLOGIA DE SANTANA DE PARNAÍBA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,20478,FATEC-SPB,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"ESTRADA TENENTE MARQUES, S/N, JARDIM DO LUAR (FAZENDINHA)",6529001,3547304,SANTANA DE PARNAÍBA,SP,(11) 4156-1006,(11) 4156-1435,f283acad@cps.sp.gov.br,,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,61.110,7/2/2015,,
33,FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,5099,FATEC-SB,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA PEREIRA BARRETO, 400, BL. 06, VILA BAETA NEVES",9751000,3548708,SÃO BERNARDO DO CAMPO,SP,(11) 4121-9008,(11) 4121-9008,f126dir@cps.sp.gov.br,www.fatecsbc.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2016,49.838,30/7/2005,,
33,FACULDADE DE TECNOLOGIA DE SÃO CAETANO DO SUL,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15745,FATEC SCS,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA BELL ALIANCE, 225, JARDIM SÃO CAETANO",9581420,3548807,SÃO CAETANO DO SUL,SP,11 42329552,11 42329552,f168dir@cps.sp.gov.br,www.fatecsaocaetano.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,233,29/4/2008,,
33,FACULDADE DE TECNOLOGIA DE SÃO CARLOS,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,19500,FATEC São Carlo,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA MARECHAL DEODORO, 3183, - DE 2222/2223 A 3200/3201, CHÁCARA PAROLLO",13560201,3548906,SÃO CARLOS,SP,(16) 3307-7545,,f269dir@cps.sp.gov.br,www.fatecsaocarlos.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,59.934,11/12/2013,,
33,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,4025,FATECRP,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA FERNANDÓPOLIS, 2510, ELDORADO",15043020,3549805,SÃO JOSÉ DO RIO PRETO,SP,(17) 3219-1433,(17) 3219-1433,diretoriaservicos@fatecriopreto.edu.br,www.fatecriopreto.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,48435,7/1/2004,,
33,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS - JESSEN VIDAL,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15581,FATECSJCAMPOS,PÚBLICA ESTADUAL,CENTRO UNIVERSITÁRIO,E,N,N,,"AV. CESARE MANSUETO GIULIO LATTES, S/N, EUGÊNIO DE MELO",12247014,3549904,SÃO JOSÉ DOS CAMPOS,SP,012-39052423,012-39452423,secretaria.sjc@fatec.sp.gov.br,www.fatecsjc.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,,,,
33,FACULDADE DE TECNOLOGIA DE SÃO PAULO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,34,FATEC-SP,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"PRAÇA CORONEL FERNANDO PRESTES, 30, BOM RETIRO",1124060,3550308,SÃO PAULO,SP,(11) 3322 2202,(11) 3315 0383,secdir@fatecsp.br,www.fatecsp.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,1418,10/4/1973,,
33,FACULDADE DE TECNOLOGIA DE SÃO ROQUE,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,18817,FATEC-SR,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA MARECHAL DEODORO DA FONSECA, 132, CENTRO",18130070,3550605,SÃO ROQUE,SP,(11) 4712-8418,,f265dir@cps.sp.gov.br,http://www.fatecsaoroque.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,58.413,26/9/2012,,
33,FACULDADE DE TECNOLOGIA DE SÃO SEBASTIÃO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15793,Fatec SS,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA ÍTALO NASCIMENTO, 366, PORTO GRANDE",11600970,3550704,SÃO SEBASTIÃO,SP,(12)38923015,(12)38923015,f189acad@cps.sp.gov.br,www.fatecsaosebastiao.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,53.373,3/9/2008,,
1130,FACULDADE DE TECNOLOGIA DE SÃO VICENTE,44.309.573/0001-77,FORTEC ASSESSORIA E TREINAMENTO LTDA,Privada com fins lucrativos,1713,FATEF,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PRESIDENTE WILSON, 1013, GONZAGUINHA",11320001,3551009,SÃO VICENTE,SP,(13) 35692525 R 226,,fatef@fortec.edu.br,www.fortec.edu.br,SILVIA MARIA TRONCOSO,3,2015,3,2018,938,21/5/2001,1208 de 26/10/2016,28/10/2016
33,FACULDADE DE TECNOLOGIA DE SERTÃOZINHO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15696,FATEC SERTÃOZINHO,PÚBLICA ESTADUAL,CENTRO UNIVERSITÁRIO,E,N,N,,"RUA JORDÃO BORGHETTI, 480, SÃO JOÃO",14160000,3551702,SERTÃOZINHO,SP,(16) 3942-5806,(16) 3942-5806,f176dir@cps.sp.gov.br,www.fatecsertaozinho.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,52.644,22/1/2008,,
33,FACULDADE DE TECNOLOGIA DE SOROCABA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,33,FATEC SO,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA ENGENHEIRO CARLOS REINALDO MENDES, 2.015, ALTO DA BOA VISTA",18013280,3552205,SOROCABA,SP,(15) 3238-5266,(15) 3228-2443,f003acad@cps.sp.gov.br,www.fatecsorocaba.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,4,2018,243,21/5/1970,130/2003,27/3/2003
33,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,967,FATEC/TQ,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA DOUTOR FLÁVIO HENRIQUE LEMOS, 585, PORTAL ITAMARACÁ",15900000,3553708,TAQUARITINGA,SP,16 32525193,16 32525152,luciana.ferrarezi@fatectq.edu.br,www.fatectq.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,35.236,1/7/1992,851,22/8/1996
33,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15803,FATEC TATUÍ,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"ROD. MARIO BATISTA MORI, 971, JD AEROPORTO",18270000,3554003,TATUÍ,SP,15-3205-7780,15-3205-7780,diretoria.tatui@fatec.sp.gov.br,www.fatectatui.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,,,,
33,FACULDADE DE TECNOLOGIA DE TAUBATÉ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,18049,FATEC TAUBATÉ,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA TOMÉ PORTES DEL REI, 525, VILA SÃO JOSÉ",12070610,3554102,TAUBATÉ,SP,12 3602-2708,,f251acad@cps.sp.gov.br,www.fatectaubate.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,2,2018,nº 56.701,31/1/2011,,
3082,FACULDADE DE TECNOLOGIA DE TAUBATÉ,07.761.676/0001-47,CETEC EDUCACIONAL S.A.,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4873,ETEP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA BANDEIRANTES, E-701, - ATÉ 1036/1037, JARDIM MARIA AUGUSTA",12070100,3554102,TAUBATÉ,SP,(12) 3947 2200,(12) 3947 2200,eduardo.cordeiro@unicetec.edu.br,www.etep.edu.br,THIAGO RODRIGUES PEGAS,3,2015,2,2018,225,16/3/2009,731 de 27/07/2018.,30/7/2018
2110,FACULDADE DE TECNOLOGIA DE TERESINA,02.565.348/0001-51,CENTRO DE EDUCACAO TECNOLOGICA DE TERESINA-CET-FRANCISCO ALVES DE ARAUJO LTDA - EPP,Privada com fins lucrativos,3337,FACULDADE CET,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA FIRMINO PIRES, 527, CENTRO",64001070,2211001,TERESINA,PI,89998517902,,cet@cet.edu.br,www.cet.edu.br,TANIA MARIA SAMPAIO DE ARAUJO FERREIRA,4,2020,3,2018,3.391,9/12/2002,4,10/1/2011
16833,FACULDADE DE TECNOLOGIA DE VALENÇA,15.307.521/0001-63,INSTITUTO DE TECNOLOGIA DA COSTA DO DENDE LTDA - ME,Privada com fins lucrativos,10058,,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"LOTEAMENTO RITA DE CÁSSIA, S/N, GRAÇA",45400000,2932903,VALENÇA,BA,(75) 36433650,(75) 36433650,assessoria@facebahia.com;contato@facebahia.com;ckto.associados@gmail.com;marcelo@facebahia.com,www.faculdadefactiva.com.br,ANA LUCIA NOGUIERA GUIMARÃES,3,2017,3,2018,576,16/5/2011,1144 de 01/11/2018.,5/11/2018
2505,FACULDADE DE TECNOLOGIA DO AMAPÁ,05.255.345/0001-00,PIRES & CIA LTDA - EPP,Privada com fins lucrativos,3977,META,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA PEDRO SIQUEIRA, 333, JARDIM MARCO ZERO",68903363,1600303,MACAPÁ,AP,(96) 3241 6636,,hildemar@meta.edu.br,www.meta.edu.br,HILDEMAR DA CUNHA NASCIMENTO,4,2013,4,2018,1.956,4/8/2004,209 de 08/04/2016,11/4/2016
13261,FACULDADE DE TECNOLOGIA DO COOPERATIVISMO,10.510.590/0001-56,SERVICO NACIONAL DE APRENDIZAGEM DO COOPERATIVISMO DO ESTADO DO RIO GRANDE DO SUL - SESCOOP/RS,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,14181,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA BERLIM, 409, SAO GERALDO",90570000,4314902,PORTO ALEGRE,RS,(51) 33230000,(51) 33230032,mario-deconto@ocergs.coop.br,,VERGILIO FREDERICO PERIUS,4,2017,,,994 de 19/07/2011,20/7/2011,801 de 16/08/2018.,17/8/2018
33,FACULDADE DE TECNOLOGIA DO IPIRANGA,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15746,FATECIPI,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA FREI JOÃO, 59, VILA NAIR",4280130,3550308,SÃO PAULO,SP,(11) 50610298,(11) 50610298,f204acad@cps.sp.gov.br,www.fatecipiranga.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,,,,
17431,FACULDADE DE TECNOLOGIA DO NORDESTE,33.773.260/0001-59,SOCIEDADE UNINORDESTE DE EDUCACAO UNIVERSITARIA DE FORTALEZA S/S LTDA,Privada com fins lucrativos,2783,FATENE,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA MATOS VASCONCELOS, 1626, DAMAS",60426110,2304400,FORTALEZA,CE,(85) 32992829,(85) 32992822,diretoresexecutivos@fatene.edu.br,www.fatene.edu.br,PAULO CESAR CAVALCANTI,4,2016,3,2018,2.118,24/7/2002,311 de 08/03/2017,9/3/2017
952,FACULDADE DE TECNOLOGIA DO PIAUÍ,01.993.025/0001-04,GRUPO MAGISTER DE ENSINO SUPERIOR LTDA - EPP,Privada com fins lucrativos,1441,FATEPI,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA 1° DE MAIO, 2.235, PRIMAVERA",64002510,2211001,TERESINA,PI,(86) 2107 2200,(86) 2107 2200,fatepi@grupomagister.com.br,www.fatepi.com.br,GISLAN VIEIRA DE SOUSA,3,2012,3,2018,1856,29/12/1999,966 de 09/08/2017,10/8/2017
796,FACULDADE DE TECNOLOGIA DO SENAI HORÁCIO AUGUSTO DA SILVEIRA,03.774.819/0001-02,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,Privada sem fins lucrativos,17516,,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA TAGIPURU, 242, BARRA FUNDA",1156000,3550308,SÃO PAULO,SP,(11) 3146-7285,(11) 3146-7230,sebastiao.cordeiro@sp.senai.br; marcelo.frezza@sp.senai.br,alimentos.sp.senai.br,RICARDO FIGUEIREDO TERRA,3,2017,,,1274,20/9/2011,29 de 10/01/2020.,13/1/2020
33,FACULDADE DE TECNOLOGIA DO TATUAPÉ,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,17942,FATEC-TT,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"RUA ANTÔNIO DE BARROS, 800, - DE 701/702 A 1349/1350, TATUAPÉ",3401000,3550308,SÃO PAULO,SP,(11)22931220,,f250acad@fatec.sp.gov.br,www.fatectatuape.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,,,56.700,31/1/2011,,
2097,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,05.440.305/0001-38,UNESVI - UNIAO DE ENSINO SUPERIOR DO VALE DO IVAI LTDA,Privada com fins lucrativos,4496,FATEC-IVAI,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA BRASIL, 45, CENTRO",86870000,4111506,IVAIPORÃ,PR,043-34720201,043-34720201,mara@rhemaeducacao.com.br,,MARA CRISTINA GARCIA DUARTE DA COSTA,3,2018,3,2018,2.420,12/7/2005,1345 de 12/07/2019.,16/7/2019
33,FACULDADE DE TECNOLOGIA DOM AMAURY CASTANHO,62.823.257/0001-09,CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA,Pessoa Jurídica de Direito Público - Estadual,15695,Fatec Itu,PÚBLICA ESTADUAL,FACULDADE,E,N,N,,"AVENIDA TIRADENTES, 1211, JARDIM DAS INDÚSTRIAS",13309640,3523909,ITU,SP,11 40254593,11 40131872,f178acad@cps.sp.gov.br,www.fatecitu.edu.br,LAURA MARGARIDA JOSEFINA LAGANA,,,3,2018,,,,
